index,id,created_at,user_id,text,care,harm,fairness,cheating,loyalty,betrayal,authority,subversion,purity,degradation,anger,anticipation,disgust,fear,joy,love,optimism,pessimism,sadness,surprise,trust
320,1.28E+18,2020-07-10 20:24:48+00:00,416068682.0, no more tax exempt status for churches. nope nope nope!!!,,,,,,,,,,,1,,1,,,,,,,,
656,1.23E+18,2020-02-28 17:44:24+00:00,2995492291.0, is there a presale code?,,,,,,,,,,,,,,,,,,,,,
149,1.33E+18,2020-11-16 19:06:47+00:00,1.14733E+18, thank you beautiful ❤️,,,,,,,,,,,,,,,,1,,,,,
816,1.3E+18,2020-09-05 09:56:13+00:00,1.29377E+18,more blm peaceful protesting.#blmantifaterroriststhugs,,,1,,,,,1,,,,1,,,,,,,,,
86,1.29E+18,2020-08-01 01:03:13+00:00,50971934.0,i literally have 0 clue what borderlands 3 is about cause you made us skip every cutscene.,,,,,,,,,,,,,1,,,,,,1,,
567,1.29E+18,2020-08-06 19:15:58+00:00,532241456.0," it’s interesting how racialization persists despite various ethnicizing efforts, including the strategy of adding “-american” to group labels; racist ideologies distinguishing culturally “diverse” latinxs from undifferentiated african americans reflect some of these tensions",,,,1,,,,,,,,,,,,,,,,,
636,1.24E+18,2020-03-15 04:14:48+00:00,3277134026.0," being that the state with the worst air quality in the country, mine, is run by democrats &amp; fracking increazed exponentially under obama, &amp; gov brown allowed fracking companies to dumb their wastewater in our aquifers during a drought...🤷‍♀️",,1,,,,,,1,,,1,,1,,,,,1,,,
167,1.28E+18,2020-06-27 21:46:16+00:00,66866138.0,"quantum lcsa team is no longer good if they lose to clg, but they are default good until then.",,,,,,,,,,,,,,,,,,1,,,
211,1.28E+18,2020-07-09 02:26:28+00:00,2332356278.0,done https://t.co/haj1eygyzf,,,,,,,,,,,,,,,,,,,,,
44,1.27E+18,2020-06-06 19:49:41+00:00,1975452132.0,"everyone experiences their first #aidslifecycle differently; i got to experience it virtually from home and to be honest, i was devastated that i wasn't going to be able to ride from sf to la. all the training miles… https://t.co/mvlxuzj3n2",,,,,,,,,,,,,,1,,,,,1,,
287,1.23E+18,2020-02-26 04:22:58+00:00,449269944.0,stepping stone by duffy 🎶🎵,,,,,,,,,,,,,,,,,,,,,
335,1.23E+18,2020-02-07 17:14:45+00:00,1.22338E+18,"hey what service you got, because my cellphone bill the same price and all my friends act surprised",,,,,,,,,,,,,,,,,,,,1,
94,1.28E+18,2020-07-12 15:19:05+00:00,94434688.0, we need to chop it up 💯,,,,,,,,,,,,,,,,,,,,,
348,1.28E+18,2020-06-22 14:41:18+00:00,4772461044.0,i’m surprise i didn’t have bad guy on my apple music added to my song list... 🤯,,,,,,,,,,,,,,,,,,,,1,
678,1.27E+18,2020-06-16 15:50:57+00:00,827498911.0,"minnesota congresswoman ilhan omar announced that her father has died due to complications from covid-19. may god rest his soul, i mean that. it has to be a super hard time for her, but then she can always fall back on her brother-in-husband for moral support.",1,,,,,,,,1,,,,,,,,,,1,,
401,1.27E+18,2020-06-11 06:02:27+00:00,65758778.0,lol the first guy that serenades me like this i’m marrying! lol i’m so serious try me! 🤣😂❤️❤️❤️jamie foxx serenades serena williams at the espy awards - tennis ball https://t.co/buyus0bq5s via,,,,,,,,,,,,1,,,1,1,,,,,
89,1.24E+18,2020-03-28 23:42:10+00:00,171210931.0, welcome to the rest of the country.  trump is  still trying to keep numbers down out of pure narcissism. screwing the lives of americans.,,1,,,,,,1,,,1,,1,,,,,1,,,
490,1.22E+18,2020-01-13 18:26:47+00:00,119778127.0,"#truth another study adds to the growing body of evidence of #fluoride toxicity, shedding light on how it potentially contributes to degenerative eye diseases. findings like this once again put… https://t.co/g8pwwh5u2a",,1,,,,,,,,,,,,,,,,,,,
324,1.26E+18,2020-04-29 19:14:05+00:00,3051434809.0,definitely don’t mean no shit like this. wtf lmao,,,,,,,,,,,,,,,1,,,,,1,
41,1.23E+18,2020-02-28 19:08:50+00:00,24845356.0, that date just threw me back to our old cmhs days .. whew! crazy how time has passed and seeing where people are today ✨,,,,,,,,,,,,,,,,,,,,1,
649,1.34E+18,2020-12-22 23:42:46+00:00,238090798.0, it's not working,,,,,,,,,,,,,,,,,,1,,,
353,1.27E+18,2020-05-27 22:45:01+00:00,8.64155E+17,gal jensen wife laughing 😂 so hard(wors(er 📸)e harder darker all the same same same dame drill (down) d) as burke only adds love ❤️ after zayin no matter what as his only two care-taking compassion sympathy protect care-taking two _two_ -lioness gal j,1,,,,,,,,,,,,,,1,1,,,,,
290,1.22E+18,2020-01-14 05:06:48+00:00,1.14962E+18,brooo they show more of taskmaster!!!!!! he looks amazing,,,,,,,,,,,,,,,1,1,,,,,
746,1.24E+18,2020-03-24 22:18:05+00:00,1.06318E+18,quarantine day 10 mood board https://t.co/hvr9die91y,,,,,,,,,,,,,1,,,,,1,,,
690,1.3E+18,2020-08-19 22:51:50+00:00,3385139536.0,i really moved to california to live amongst the gila monsters but i guess i should have done my research first bc they actually prefer red states,,,,1,,,,,,,,,,,,,,1,,,
193,1.22E+18,2020-01-28 15:56:44+00:00,1885057843.0,"3 years with my best friend today!!thank you, for being you, tati. ilysm. 💙 https://t.co/xxhc4qf5qb",,,,,,,,,,,,,,,1,1,,,,,1
420,1.26E+18,2020-05-09 21:33:05+00:00,174483668.0,cause mf’s need likes and retweets to survive,,,,,,,,,,,,,,,,,,,,,
792,1.22E+18,2020-01-26 19:44:58+00:00,233438288.0,please no not no no no!!!!,,,,,,,,,,,,,1,,,,,1,,,
488,1.25E+18,2020-04-21 20:14:49+00:00,3146029997.0,we get to choose what works for us.,,,1,,,,,,,,,,,,,,1,,,,
800,1.27E+18,2020-06-17 03:19:21+00:00,39784676.0,"when i was a kid my friends and i would intentionally get the cops to chase us for fun. if that’s not privilege, i don’t know what is. #whiteprivelege #blacklivesmatter",,1,,1,,,,,,,,,1,,,,,1,,,
134,1.31E+18,2020-10-01 04:06:26+00:00,9.18035E+17, picking the lesser of two evils is still choosing evil. that sounds like insanity to me but yall got it 🤣 (not really).,,,,,,,,,,,,,1,,1,,,1,,,
470,1.25E+18,2020-04-05 07:40:48+00:00,4191239027.0,0740zn668pd los angeles police dept air support divisionsquawk: 1200n34.0598 w118.2880altitude: 975ftcourse: 300ºgroundspeed: 113kts https://t.co/eevex9kyzd,,,,,,,,,,,,,,,,,,,,,
385,1.25E+18,2020-04-02 00:54:18+00:00,1409080423.0,should i drink today ?? one yes and i’ll go buy alcohol,,,,,,,,,,,,1,,,,,,,,,
435,1.24E+18,2020-03-08 10:00:35+00:00,3163398199.0,white people cant dance for shit,,,,1,,,,,,,1,,1,,,,,,,,
429,1.23E+18,2020-02-21 00:04:22+00:00,755377897.0,can you do this on the mobile game? asking for myself,,,,,,,,,,,,,,,,,,,,,
691,1.27E+18,2020-06-08 10:05:13+00:00,846945457.0, you're cool. don't worry. some people don't have good taste or a sense of humor.,1,,,,,,,,,,,,,,,,,1,,,
350,1.28E+18,2020-07-16 19:40:17+00:00,136400252.0,another day another shit cop.did this man say “i’m a specimen”? tf does that even mean,,,,,,,,1,,,1,,1,,,,,,,,
173,1.26E+18,2020-05-24 22:42:22+00:00,517259984.0, see you guys in july 😀😀😀😀!!!,,,,,,,,,,,,1,,,1,,,,,,
213,1.28E+18,2020-06-26 17:15:44+00:00,34300540.0,here's a deep one https://t.co/pp3rre6gn3,,,,,,,,,,,,,,,,,,,,,
787,1.22E+18,2020-01-26 20:09:15+00:00,29166383.0,"i’m not a basketball fan, but i was born and raised in la and grew up watching this man become one of the greatest to touch a ball in my lifetime. i can’t believe the news. la hurts in a way that only la… https://t.co/d5grfffbll",,,,,,,,,,,,,,,,1,,,1,1,
56,1.24E+18,2020-03-08 22:06:57+00:00,158022244.0,"contemplating moving to tucson to make $66,000 a year. 🤔",,,,,,,,,,,,1,,,,,,,,,
569,1.26E+18,2020-05-16 20:30:09+00:00,84055244.0, i’m the one who grabs the gun,,,,,,,,,,,,,,,,,,,,,
445,1.31E+18,2020-10-04 22:48:56+00:00,727392756.0,"it’s just the saddest thing ever.these people can’t even see their families, heartbreaking.",1,,,,,,,,,,,,,,,,,,1,,
293,1.31E+18,2020-10-01 01:13:04+00:00,1.07585E+18,"all i want rn is to focus on me ! no more looking for someone  , todo a su tiempo ☺️",,,,,,,,,,,,1,,,,,,,,,
607,1.25E+18,2020-04-28 03:55:34+00:00,20486615.0, the marvelous mrs. maisel 💕,,,,,,,,,,,,,,,,1,,,,,
295,1.3E+18,2020-08-16 18:27:03+00:00,1.1637E+18,sooooo i had a dream last night and now i’m really questioning my sexuality 😂like... i may not be straight,,,,,,,,,,,,,,,,,,1,,,
622,1.31E+18,2020-10-03 03:11:41+00:00,107123086.0,"yo green, stop shooting smh",,,,,,,,,,,1,,1,,,,,1,,,
468,1.25E+18,2020-04-14 06:56:23+00:00,30967721.0,scott is one of my top male superheroes and i just idk i need the perfect cast. and i don’t event know who that is tbh. https://t.co/4amazpnnko,,,,,,,,,,,,,,,,1,,1,,,
29,1.24E+18,2020-03-24 04:26:36+00:00,1619534161.0,"i will never get tired of watching, diary of a mad black woman 💓",,,,,,,,,,,,,,,,1,,,,,1
693,1.22E+18,2020-01-16 23:12:06+00:00,772427802.0, i love watching movies by myself too. screw em.,,,,,,,,,,,1,,,,,1,,,,,
747,1.25E+18,2020-04-01 18:42:23+00:00,7221022.0,"scenes from a neighborhood gem, the echo park lake on a weekend. i wish runners were more careful with social distancing, but everyone else was respecting it.→ https://t.co/3rvjttdjou#socialdistancing #losangeleslockdown #quarantinelife #saferathome #covidー19 #echopark https://t.co/kuztdomfvu",1,,,,,,,,,,,1,,,,,,1,,,
238,1.23E+18,2020-02-15 21:06:43+00:00,8.36241E+17," it's the challenge of making it out of the town as the winner. yeah, the loot is bad, but when you come out on top from ss it's a mini win. at least to me.",,,,,,,,,,,,,,,,,,1,,,
596,1.23E+18,2020-02-22 00:54:53+00:00,2843995198.0,"they don’t have carne asada fries, i hate it hereeeeeee",,,,,,,,,,,1,,1,,,,,,,,
244,1.22E+18,2020-02-03 09:45:54+00:00,39426309.0,"let’s be honest, a lot more of you than just thought the chiefs were from the state of kansas #superbowl",,,,,,,,,,,,,,,,,,1,,,
602,1.34E+18,2020-12-13 17:42:14+00:00,41227941.0, congrats! 🥕🚀,,,,,,,,,,,,,,,1,1,,,,,
425,1.27E+18,2020-06-03 14:34:11+00:00,69146428.0,they think we won't see them...,,,,,,,,,,,,,,,,,,1,,,
810,1.33E+18,2020-11-17 05:04:44+00:00,9.18273E+17,it’s always a good night when pigs 🐷 and the wives/groupies 🤡 watch your stories but have their accounts. 😂 god forbid i figure out their addresses. #defundthepolice #prosecutekillercops #carenotcops #fuckgarcetti #firechiefmoore #homesnotzones #cancelrent #blacklivesmatter,,1,,,,,,1,,,1,,1,,,,,,,,
158,1.27E+18,2020-06-21 19:34:16+00:00,1520578292.0,but happy father’s day to you all!!!,,,,,,,,,,,,,,,1,,,,,,
822,1.27E+18,2020-05-30 21:58:34+00:00,1.00525E+18, is really hands on. she’s really out there at the protest.,,,,,,,,1,,,,,,,,,,,,1,
123,1.28E+18,2020-07-02 18:10:35+00:00,27999951.0," this woman is hysterical, she shouldn't have a gun. she can't control herself. i thought she was going to shoot them, when she moved to the back of the van screaming in terror when she's the one pointing the gun at them. #whiteprivilegeisreal",,1,,1,,,,,,,,,,1,,,,1,,,
779,1.22E+18,2020-01-27 18:17:39+00:00,510834581.0,if you’re not wearing lakers gear and listening to lil wayne’s “kobe bryant” what are you even fucking doing,,,,,,,,,,,1,,,,,,,,1,,
323,1.22E+18,2020-02-04 15:14:13+00:00,17617227.0,kobe bryant was one of the greatest basketball players ever but he enjoyed mentoring players in other sports. he spoke to several nfl teams and took a number of nfl players under his wing over the years. i talked to a few of those players about his impact during #superbowl week. https://t.co/zplkmjbsg9,,,,,,,,,,,,,,,,1,,,,,1
771,1.3E+18,2020-09-13 02:58:10+00:00,129717550.0,lakers went 8-2 kobe &amp; gigi are everywhere with this team 😌,,,,,,,,,,,,,,,1,,,,,,
313,1.25E+18,2020-04-02 10:07:16+00:00,7.12485E+17,my parents get annoyed w me at mexico cuz all i b doin is getting dogs to follow us home 🤣i be buying them tortas n shit 😌,,,,,,,,,,,,,1,,1,,,,,,
81,1.29E+18,2020-08-03 07:52:29+00:00,3864687866.0, the “mamacita” on’s nanny doesn’t flatter her! doesn’t make sense! just saying.....,,,,,,,,,,,,,1,,,,,1,,,
710,1.22E+18,2020-01-19 22:45:18+00:00,32352346.0,"she is real disrespectful, disgusting, ignorant. i’m so sorry! glad her ass is locked up where she needs to be!! https://t.co/ytfcnb8sv7",,,,,,,,,,,1,,1,,1,,,,,,
486,1.3E+18,2020-09-12 05:36:27+00:00,122889863.0,can someone pls lmk if i’m doing this righthttps://t.co/f030vpezf7 https://t.co/uyztho5aa3,,,,,,,,,,,,,,,,,,,,,
590,1.27E+18,2020-06-16 14:43:35+00:00,46213956.0,"“the struggle continues to build an america where black people can breathe, one where we do not need white people to validate our demand to do so.” my cover story for july’s issue of, on the meaning of “black lives matter” in today’s america. https://t.co/k0mbfoowql https://t.co/g7aiyxqyxk",,,,1,,,,,,,,,,,,,,1,,,
361,1.24E+18,2020-03-29 21:59:26+00:00,9.23216E+17, oh please.   start educating yourself.  there is information that is reliable that does not support your position.   want to be safe?  go with science.  go with facts.  it’s that simple.,1,,,,,,,,,,1,,,,,,,,,,
527,1.25E+18,2020-04-13 05:29:33+00:00,1676941554.0, love and hugs back! 💜xox,,,,,,,,,,,,,,,,1,,,,,
706,1.27E+18,2020-05-30 05:32:44+00:00,38066468.0,liquor just makes everything worst,,,,,,,,,,,,,1,,,,,,,,
615,1.25E+18,2020-04-04 23:34:28+00:00,1.17394E+18, i should been the director of last a year (it requires an agile leader who can process heavy volumes of soft data to gist). however as an general i may have a chair waiting for me with the working for the with if not i am,,,,,,,,,,,,1,,,,,,1,,,
376,1.21E+18,2020-01-04 17:42:10+00:00,1706101310.0,"well, people trust natalie and if she collaborates with other people, she is legitimizing them. people trust her so why wouldn't they assume buck is a positive person as well? i don't think the call out was unnecessary, even though i feel quite similarly about buck",,,,,,,,,,,,,,,,,,1,,,1
836,1.23E+18,2020-02-28 15:45:03+00:00,9.40717E+17,hello baby your dad is here give out money for valentine's gifts  good morning how was your night  i don't mind if i can been your sugar daddy  promise to spoil you with cash 50$ per day that will be 300$ weekly  text me back or on my mobile(707)797-0098,1,,,,,,,,,,,1,,,,1,,,,,
653,1.29E+18,2020-08-08 21:20:14+00:00,8.03831E+17, weho trump rally!!!  me in blue!!! https://t.co/vjiedrzvui,,,,,,,1,,,,,,,,,,,,,,
754,1.23E+18,2020-03-03 14:06:23+00:00,17176190.0,bay area coronavirus cases quadruple in four days as testing ramps up https://t.co/lkxybzhyhw via,,,,,,,,,,,,,,1,,,,1,,,
137,1.29E+18,2020-08-10 04:07:34+00:00,157048146.0,you up the burner up on someone better be ready to use it dumbass nigga got himself killed,,1,,,,,,,,,1,,,,,,,,,,
675,1.21E+18,2020-01-05 18:33:51+00:00,277997040.0,"everything that happens to us is used by god to do his primary work in us, to make us like jesus.we cannot be separate; we need each other; we need the church; together we reflect jesus to one another and to the world. #missionssunday at https://t.co/my7bbhpq6j",1,,,,1,,,,1,,,,,,,1,,,,,
507,1.25E+18,2020-04-10 22:21:07+00:00,9.58159E+17,"illegal aliens don’t deserve relief monies.  in many cases, they don’t pay taxes. they also have used community services to the point where they owe us money.  plus, they get free healthcare.  who pays for that? we do, of course!  americans are sick of democrats putting them 1st!",,,,1,,,,,,,1,,1,,,,,1,,,
410,1.34E+18,2020-12-14 07:29:11+00:00,16154135.0,"coming from generations of unhealthy mother-daughter relationships, its so important to me to have a great relationship with my daughter. the fact that our bond is so strong just makes me so grateful for every day that i get to spend with her. i feel rich!",1,,,,,,,,,,,,,,1,1,1,,,,1
52,1.32E+18,2020-10-23 15:18:58+00:00,2957796468.0, too hard a question...,,,,,,,,,,,,,,,,,,1,,,
601,1.33E+18,2020-12-03 18:30:29+00:00,246125636.0,"i have officially binge watched every season of the real housewives over quarantine, and this is what i have to say. if there are any plastic surgeons that are single and looking, hello, my name’s mike, and i want to be  heather dubrow",,,,,,,,,,,,1,,,,,,,,,
269,1.32E+18,2020-11-04 05:18:36+00:00,14977857.0, the sad part is that all three states still is red as of tonight. so sad nothing really changed since aughty. 🥺,,,,,,,,,,,,,,,,,,1,1,,
509,1.24E+18,2020-03-08 15:41:33+00:00,1.18051E+18,and the only reason she told me is cause he cheated on her in their affair lmao,,,,1,,,,,,,,,,,1,,,,,,
573,1.28E+18,2020-07-19 16:37:41+00:00,870018115.0,how is that possible that ny is a model ? did fauci forget ny governors executive order to force nursing homes to accept covid positive patients or lose their funding ? this statement by fauci disqualifies fauci as a neutral expert if he can’t acknowledge this point,,,,1,,,,,,,1,,1,,,,,1,,,
47,1.31E+18,2020-09-17 20:24:11+00:00,300572970.0,just posted a photo @ hollywood https://t.co/mmb4li5lti,,,,,,,,,,,,,,,,,,,,,
39,1.26E+18,2020-05-05 02:17:53+00:00,2332705602.0,my 3 year old daughter told me today she wants me to buy her a real light saber so she can smack me in the face with it...i don’t think that’s how the ‘real ones’ work.,,,,,,,,,,,,,,,,,,1,,,
272,1.25E+18,2020-04-18 01:27:37+00:00,4785307370.0,im lowkey about to cry,,,,,,,,,,,,,,,,,,,1,,
258,1.31E+18,2020-09-19 02:35:43+00:00,250320073.0,closed for fire in #butte on ca-162 both eb/wb at forbestown rd and foreman crk rd #traffic https://t.co/c3uk72lakz,,,,,,,,,,,,,,,,,,,,,
377,1.31E+18,2020-09-15 01:55:23+00:00,20900961.0,he's the best human being,,,,,,,,,,,,,,,,1,,,,,1
341,1.3E+18,2020-08-31 06:40:17+00:00,20688337.0,"that’s 2012, the one i just watched!",,,,,,,,,,,,,,,,,,,,,
285,1.27E+18,2020-05-28 18:43:30+00:00,517254166.0,the one time the wizarding world of harry potter is allowing non-potter themed markings 😱,,,,,,,,,,,,,,,,,,,,1,
329,1.24E+18,2020-03-16 17:41:10+00:00,169597998.0,yo! we still fuckin shit up on april right? this fuckin virus aint gnna stop us!  #6feetunder,1,,,,,,,,,,1,,1,,,,,,,,
761,1.24E+18,2020-03-17 18:45:01+00:00,1072939466.0,"i'm just gonna leave this here.. if you get it, you get it...this is the #coronavirus situation https://t.co/vai3wsms7n",,,,,,,,,,,,,,,,,,1,,,
418,1.22E+18,2020-02-02 16:21:37+00:00,29045925.0,i’m safe cuz i do it in my regular voice.,,,,,,,,,,,,,,,,,1,,,,
775,1.22E+18,2020-01-26 21:07:03+00:00,2588009952.0,"you know what’s crazy, a couple days ago a kid in the store yelled out “kobe” and it made me so happy bc he was living through other generations and now this happens. rip to all in that helicopter",,,,,,,,,,,,,,,1,1,,,1,,
77,1.31E+18,2020-10-10 15:14:44+00:00,38368980.0,"this, too, shall pass. everything is temporary. #youwillsmileagain #mentalhealthday #friendship #family #love @ los angeles, california https://t.co/qqk6y6rgc6",1,,,,,,,,,,,1,,,,1,1,,,,
143,1.25E+18,2020-04-15 21:56:59+00:00,4191239027.0,2156zn662pd lapd air support divisionsquawk: 245n34.0300 w118.3215altitude: 400ftcourse: 163ºgroundspeed: 39kts https://t.co/4vjp7vkaoc,,,,,,,,,,,,,,,,,,,,,
762,1.25E+18,2020-04-06 16:39:52+00:00,2323448533.0,"known coronavirus cases in u.s. :349,992deaths:10,327that is one hell of a contained democrat hoax with 15 cases going to soon be zero.",,,,1,,,,,,,1,,1,1,,,,,,,
68,1.24E+18,2020-03-26 20:54:05+00:00,26360584.0,"apologies to fiona’s tidal, beatles please, please me, the miseducation of lauryn hill, come away with me - norah jones, hybrid theory by linkin park, pieces of you by jewel and are you experienced by the jimi hendrix experience. other debut albums i loooove. https://t.co/blrcpyi40y",,,,,,,,,,,,,,,,1,,,,,
221,1.29E+18,2020-08-01 02:02:55+00:00,1.01817E+18,"i just updated my tours on my trystna profile! catch me in #lasvegas, #sanjose, and #sanfrancisco soon. to pre-book, visit https://t.co/hl8eq7dghm#onlyfansgirl 👇🏻https://t.co/t07tq0u3tkrt4rt 💋",,,,,,,,,,,,1,,,,,,,,,
841,1.23E+18,2020-02-08 03:35:11+00:00,8.74099E+17,my husband asked what i wanted for valentine’s day and i told him i wanted a card that pours out his love for me . i honestly can’t wait 😭💖,,,,,,,,,,,,1,,,,1,,,,,
438,1.32E+18,2020-10-20 15:20:31+00:00,1.2501E+18,"me: hi i was recently called from this numberhim: nope sorry impossible fuck off, have a nice dayme: oh okay",,,,,,,,,,,1,,1,,,,,1,,,
514,1.33E+18,2020-11-17 03:55:48+00:00,1.05048E+18, lockdowns seem to be coordinated efforts by dems to distract from voter fraud allegations that will land biden &amp; crew in jail,,,,1,,,,1,,,1,,1,,,,,,,,
464,1.33E+18,2020-11-24 15:46:47+00:00,1.21362E+18,name that scene?  #seancody,,,,,,,,,,,,,,,,,,,,,
222,1.24E+18,2020-03-05 17:37:19+00:00,1.18704E+18, and i @‘d a contender,,,,,,,,,,,,,,,,,,,,,
817,1.26E+18,2020-05-10 19:59:39+00:00,2459005033.0,hundreds gather in baghdad in new round of anti-gov't protests  https://t.co/byvrcijljk,,,,,,,,1,,,,,,,,,,,,,
368,1.25E+18,2020-04-02 12:21:17+00:00,441221270.0,a sweet tea from mickey ds sounds 🔥,,,,,,,,,,,,,,,,1,,,,,
838,1.23E+18,2020-02-19 00:15:10+00:00,24992365.0,love the time right after valentine’s day because it makes it easy to stalk / know if your ig crushes are single or not. i’ve been unfollowing people by the minute. 😝,,,,,,,,,,,,,,,1,1,,,,,
828,1.3E+18,2020-08-24 05:25:22+00:00,381234311.0," ""protesters"" 😆",,,,,,,,1,,,,,,,1,,,,,,
117,1.22E+18,2020-01-11 04:57:42+00:00,419947303.0,i’m looking for a freak when i’m done block bleeding,,,,,,,,,,,,1,,,,,,,,,
829,1.27E+18,2020-06-01 01:24:39+00:00,348723491.0,"this shit is getting out of hand. i got sent home an hour early, due to the new curfew la county is enforcing. not because of the (cornoavirus, but the rioting.) #longbeach #losangelesriots #lockdown2020 #losangelesprotest https://t.co/oogqnow7bb",,,,,,,,1,,,,,1,,,,,1,,,
343,1.22E+18,2020-01-29 03:51:34+00:00,253430846.0,this is one of the most interesting q&amp;as i have ever seen. the legendary thelma schoonmaker in conversation with joi mcmillon (moonlight) before the irishman at the american cinematheque. truly amazing! https://t.co/7udjtwlmqb,,,,,,,,,,,,,,,,1,,,,,
463,1.24E+18,2020-03-25 06:29:44+00:00,887390958.0, *sends love 💕,,,,,,,,,,,,,,,,1,,,,,
689,1.24E+18,2020-03-14 17:29:50+00:00,19669287.0,thank you freethework &amp; for featuring our afi directing workshop for women class of 2020! ..link in bio to read the full article. ..#afidww2020 #afi #femaledirectors #diversityandinclusion… https://t.co/rlax9ru4ea,,,1,,1,,,,,,,,,,1,1,,,,,
194,1.22E+18,2020-02-04 22:53:24+00:00,1.04463E+18,my heart aches so fucking bad . any kind of loving words are appreciated .,,,,,,,,,,,,1,,,,,,,1,,
589,1.27E+18,2020-06-13 16:02:16+00:00,1291783393.0,"interestingly. i got another message. the technology companies conspired against so the could exploit them. if the failed. i’m being positioned to have a pao, csm, analyst &amp; warrant officer modified duty mos. the hold up is the companies are building a huge case",,,,1,,,,,,,,,,,,,,1,,,
423,1.24E+18,2020-03-28 06:05:39+00:00,18070847.0, mannnnn the energy was crazy in that room 😭,,,,,,,,,,,,,,,,,,,1,,
214,1.23E+18,2020-02-06 09:32:47+00:00,721373.0," you can’t handle the truth. apparently, trumpies are allergic to it, or they wouldn’t idolize a reality tv star and con man.",,,,,,,,1,,,,,1,,,,,1,,,
283,1.23E+18,2020-02-20 07:01:39+00:00,134154688.0,got some heat comin’ out soon. 🤝🔊,,,,,,,,,,,,1,,,,,1,,,,
493,1.22E+18,2020-01-15 03:38:24+00:00,3257063678.0,"hi my name is catuhlinahhh, &amp; i’m an alcoholic.",,,,,,,,,,,,,,,,,,1,,,
408,1.24E+18,2020-03-20 01:46:44+00:00,1.24046E+18,customers always support for us.we couldn't be happier.we are deeply grateful for your kindness.#kappohonda #hondaya #japaneserestaurant #america #california #losangels  #orangecounty #oc #fountainvalley #izakaya #割烹本多 #本多屋 #居酒屋 #アメリカ #カリフォルニア #割烹 https://t.co/1waqebjrdm,,,,,,,,,,,,,,,1,1,,,,,1
431,1.25E+18,2020-04-22 02:25:56+00:00,1476174398.0, my poison apple from snow white and now i’m currently thinking the pig nurses from the twilight zone 😍,,,,,,,,,,,,,,,,1,,,,,
483,1.22E+18,2020-01-26 06:51:13+00:00,196929178.0,ain’t shit changed. https://t.co/e0bjz9yx2u,,,,,,,,,,,,,1,,,,,1,,,
243,1.23E+18,2020-02-20 17:50:03+00:00,26690403.0,someone just venmo’d me money for ‘building a positive comedy community’#crazyfunnyasianz#thankful #wow #tellyourstorytellourstory https://t.co/lgrdsayrsg,,,,,1,,,,,,,,,,1,1,,,,,
25,1.25E+18,2020-04-25 10:55:42+00:00,1.23469E+18,health is wealth 🔥🔥🔥 real life nothing like them clowns 😂😂😂🔪🔪🔪 https://t.co/bispry9oyd,1,,,,,,,,,,,,,,,1,1,,,,
645,1.21E+18,2020-01-07 03:47:06+00:00,807446946.0,the right guy to kill but the wrong administration to do it is all you need to understand about the #msm #demonrats #americafirst #voteconservatives #trump2020landside,,,,,,,,1,,,,,,,,,,1,,,
492,1.28E+18,2020-06-29 04:10:18+00:00,437422002.0,"abandonment issues suck, esp when it's repeating over and over again, it makes it tough to open yourself up to ppl, if they r just going to leave forever",,,,,,1,,,,,,,,,,,,1,1,,
686,1.29E+18,2020-07-28 19:39:29+00:00,2866200878.0,"i haven’t been able to wear a sports bra for about 4 years now bc all stores don’t carry my size. today, i cried when i was told the store had one for me... i literally cried. big brands should really start being more inclusive with sizing.",,,,1,,,,,,,,1,1,,,,,,1,,
684,1.33E+18,2020-11-22 07:15:37+00:00,875076912.0,i have two new favorite sports,,,,,,,,,,,,1,,,,1,,,,,
128,1.25E+18,2020-04-26 17:47:53+00:00,14086836.0, why are u guys. so nervous ?,,,,,,,,,,,,,,,,,,,,,
548,1.27E+18,2020-06-07 13:31:18+00:00,2432416417.0, something else is possible. whether it be community based or otherwise.,,,,,,,,,,,,1,,,,,,,,,
683,1.27E+18,2020-05-31 17:06:23+00:00,18319079.0," you're kinda honored, but your mostly a nimrod.",,,,,,,,,,,,,,,,,,1,,,
9,1.28E+18,2020-07-19 07:15:12+00:00,1.17041E+18,i find a fine guy on twitter and then boom... from texas 😐,,,,,,,,,,,,,1,,,,,,,,
10,1.34E+18,2020-12-26 22:16:47+00:00,3286027794.0, disney needs to give us a spin off https://t.co/dpeeajkers,,,,,,,,,,,,1,,,,,,,,,
448,1.29E+18,2020-07-30 05:39:36+00:00,149219539.0,it’s basically 10+ people + a host sit in a circles 1-3 players are secret werewolf’s. rounds have two phases. day phase:everyone tries to murder a werewolf.night phase:werewolves pick a person to murder. once you are murdered you are out and can’t talk. last team standing wins.,,,,,,,,,,,,,,,,,,,,,
802,1.27E+18,2020-05-29 06:48:13+00:00,8.00112E+17,"🗣 no justice, no peace! fuck the police! #blacklivesmatter #justiceforgeorgefloyd",,,,1,,,,1,,,1,,1,,,,,,,,
43,1.24E+18,2020-03-13 15:21:40+00:00,438027370.0,i broke up with my girlfriend and saved up like 2 grand in the weeks 😂😂.,,,,,,,,,,,,,,,1,,,,,,
835,1.23E+18,2020-02-11 19:40:14+00:00,30333723.0,valentine’s day is friday and all i want is some chocolate covered strawberries 😋🥰 ....#minniemouse #mickey #disney #disneyfan #disneylife #disneyfashion #selena #mickeyears @ downtown disney district https://t.co/jlbo42lmrz,,,,,,,,,,,,1,,,,1,,,,,
