tweetid,userid,screen_name,text,date,tweet_type,care,harm,fairness,cheating,loyalty,betrayal,authority,subversion,purity,degradation,origins,lockdowns,masking,healthcare,education,therapeutics,vaccines,concerns
1.37227379560457e+18,362709229.0,daimbarrs,"The anti lockdown crowd are some of the most vile types I've come across on this hell site, right up there with incels and rape apologists. Just blocking on site from now on. They'll understand, being advocates for mental health and all ",Wed Mar 17 19:49:03 +0000 2021,original,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"[0, 0, 1, 0, 0, 0, 0]"
1.3862289039292047e+18,441942589.0,WaniArif11,Spontaneous lockdown imposed ... ,Sun Apr 25 08:01:40 +0000 2021,original,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"[0, 0, 1, 0, 0, 0, 0]"
1.282958075985449e+18,1.0460729497348874e+18,ggukscrunch,"just realise how sickening the construction noise can become,,, like??? THEY CONSTRUCTING WHILE ON LOCKDOWN? brain lockdown ",Tue Jul 14 08:40:16 +0000 2020,original,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"[0, 0, 1, 0, 0, 0, 0]"
1.279508549895426e+18,1.2728026276135322e+18,raniaarameen,My followers never respond to my tweets like my tweets are CORONA PATIENTS 😪🤧 ,Sat Jul 04 20:13:05 +0000 2020,original,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0, 0, 0, 0, 0, 0, 0]"
1.4332660319805972e+18,242072010.0,sashatheartist_,We get covid updates every day and is every single day people shock to see the numbers 💀 ,Thu Sep 02 03:10:25 +0000 2021,original,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0, 0, 0, 0, 0, 0, 0]"
1.3732594898607514e+18,1669234357.0,PANGPPO_BINPS,"@PANGPPO_BINPS @PANGPPOPRO1 @pro1officialtw @dpcrpublicinfo Personnel of Binalonan PS distributed leaflets/IEC materials regarding ""Bida Bakunation"" in connection of COVID-19 Vaccination, CATA and EO 70 NTF ELCAC to the populace of Brgy. Vacante Binalonan, Pangasinan. https://t.co/9kOVx8sLfH ",Sat Mar 20 13:05:50 +0000 2021,original,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"[0, 0, 0, 0, 0, 0, 1]"
1.260788228799545e+18,1.0884828638410056e+18,Newsenm,"Joe Biden insists that despite conducting his campaign from his Delaware home due to the coronavirus pandemic, he is leading in the horse race against President Trump.  ""We're on the campaign trail now. And everybody says, 'You know Biden's hiding.  #ENMNE https://t.co/YcaP5eg6PF ",Thu May 14 04:25:12 +0000 2020,original,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0, 0, 0, 0, 0, 0, 0]"
1.3320307421388595e+18,1694180810.0,TinBoxTraveller,Looking for somewhere to get outside during lockdown? Here's some ideas for places to visit local to you: https://t.co/WIQiAyMujs #Devonife #Devon #dailyexercise https://t.co/JxPT4JB7co ,Thu Nov 26 18:37:31 +0000 2020,original,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"[0, 0, 1, 0, 0, 0, 0]"
1.2341592018043822e+18,43171531.0,pradeep_io,"Announcement : Giving back  If your engineering team performance is affected by #coronavirus, I would love to help… https://t.co/QGoDJGUydC ",Sun Mar 01 16:50:57 +0000 2020,original,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0, 0, 0, 0, 0, 0, 0]"
1.294338832565846e+18,1.2867940807483105e+18,maci_mcgrath,can’t it just start pouring rain outside for a week or two so i can stay home in sweatpants and do nothing and then i won’t feel ashamed of it?? ,Fri Aug 14 18:23:19 +0000 2020,original,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0, 0, 0, 0, 0, 0, 0]"
1.3800338223858235e+18,1.1114502235435008e+18,BenTuckett1997,The states planning on using COVID-19 vaccine passports — and the ones that won't https://t.co/GPf0aoWSje via @nypost ,Thu Apr 08 05:44:37 +0000 2021,original,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"[0, 0, 0, 0, 0, 0, 1]"
1.2914050414007828e+18,76666418.0,indigeanarchist,People in the 1600's had more sense than people have today when it comes to closing down the schools because of the pandemic. In the 1600's they closed down schools for almost 2 years because of the plague. They knew if they had a bunch of students in a room they'd all get sick. ,Thu Aug 06 16:05:29 +0000 2020,original,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,"[1, 0, 0, 0, 0, 0, 0]"
1.4110216998275154e+18,748999622.0,lauren_rowe11,My paycheck was very large and the first thing my fiancé said is “when I can I be a stay at home dog dad” bro never ,Fri Jul 02 17:59:23 +0000 2021,original,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0, 0, 0, 0, 0, 0, 0]"
1.2439349910940344e+18,1.0301539436057518e+18,j_starace,"Senate Republicans knew the country was facing disaster yet still voted to keep Trump in office But instead of focusing on preparing for a potential pandemic in the making, Senate Republicans were busy staging a sham no-witness impeachment trial... https://t.co/AqZT5aYFtd ",Sat Mar 28 16:16:27 +0000 2020,original,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,"[0, 0, 0, 1, 0, 0, 0]"
1.3563796616520417e+18,32717213.0,jd111358,"Covid anal swabbing.... So ... if you're one of the unlucky few to get picked for this, just do what the dummy did ... put on a brave face 😬https://t.co/GXGXPlNFIR ",Mon Feb 01 23:11:26 +0000 2021,original,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,"[0, 0, 0, 1, 0, 0, 0]"
1.3314129943670415e+18,22260999.0,lisatozzi,"Nearly 1 in 10 senators and 1 in 20 House members have been diagnosed with COVID-19, but even wearing masks on the Senate floor is still a source of contention.  https://t.co/vimW9Nb4bD ",Wed Nov 25 01:42:48 +0000 2020,original,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,"[0, 0, 0, 1, 0, 0, 0]"
1.3750966111651226e+18,258074091.0,indyemapolis,"🚨😷🚨  Indianapolis will retain mask mandate despite governor ending its version, mayor says https://t.co/Ii2LgE8qzK via @indystar ",Thu Mar 25 14:45:54 +0000 2021,original,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,"[0, 0, 0, 1, 0, 0, 0]"
1.2363889446205809e+18,191598469.0,haughtmum,"In #America, we face a daily threat far more deadly than #COVID19   #COVIDー19 #COVID #Covid_19 #CoronavirusOutbreak… https://t.co/V1KSyBZfYJ ",Sat Mar 07 20:31:10 +0000 2020,original,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,"[0, 0, 0, 1, 0, 0, 0]"
1.3983092885321933e+18,7.222460443947909e+17,MiikailaPalm,"my mom and i are in the car and i didnt bring a mask because i didn't think we were going inside anywhere but she wanted to get donuts so i was like ""i'll just stay in the car, i don't have a mask"" and she goes ""it's okay, i don't wear my mask anymore"" and i was like oh 😐😐😐😐 ",Fri May 28 16:04:48 +0000 2021,original,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,"[0, 0, 0, 1, 0, 0, 0]"
1.2693355418222305e+18,514611130.0,Jon_Evans1,"Judging by the people on my fb complaining about BLM marches breaching lockdown, it's safe to assume people in RCT will actually stay indoors for once ",Sat Jun 06 18:29:10 +0000 2020,original,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,"[0, 0, 1, 1, 0, 0, 0]"
1.285791299027665e+18,1356427160.0,10_robopunk,"6 months since covid-19 went global and still we have to tell people to WEAR A MASK , WASH THEIR HAND &amp; SANITIZE THEIR HAND.🤦 ",Wed Jul 22 04:18:29 +0000 2020,original,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,"[0, 0, 0, 1, 0, 0, 0]"
1.358925821541552e+18,3070880908.0,divineseed2015,"7 best disposable face masks for COVID-19, according to medical experts https://t.co/QaHLm15waN ",Mon Feb 08 23:48:58 +0000 2021,original,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,"[0, 1, 0, 1, 0, 0, 0]"
1.3113200373622497e+18,1950231828.0,libertymoonman,"If we are all still social distancing and wearing masks, does that mean we don’t need to worry about flu shots this year? ",Wed Sep 30 15:00:34 +0000 2020,original,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,"[0, 0, 0, 1, 0, 0, 0]"
1.3869174936969134e+18,1.3753465495348224e+18,Ugrabhatah,today what im gonna share will certainly give u all goosebumps on corona.. so stay tuned as u all are involved in this conspiracy ..u cant run away can u ..??? ,Tue Apr 27 05:37:52 +0000 2021,original,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0, 0, 0, 0, 1, 0, 0]"
1.36435016333099e+18,15764644.0,SpeakerPelosi,"Please join me live at the U.S. Capitol for a moment of silence for the 500,000 lives lost to the COVID-19 virus. https://t.co/tgXQNLQeKY ",Tue Feb 23 23:03:21 +0000 2021,original,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0, 0, 0, 0, 0, 0, 0]"
1.3671969217318994e+18,50591091.0,MisterWheeze,Gabriele Finaldi: how do you run an art institution in a pandemic? #monocle24MonocleOnCulture  https://t.co/uwzVE1wKvg via @PodcastAddict ,Wed Mar 03 19:35:22 +0000 2021,original,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0, 0, 0, 0, 0, 0, 0]"
1.2707013781392384e+18,864606242.0,Levi_MoGuy,Is me or is JuJu gaining back his weight? #JuliusMalemaMustRise Lockdown never loved us ,Wed Jun 10 12:56:31 +0000 2020,original,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"[0, 0, 1, 0, 0, 0, 0]"
1.2715699406723932e+18,365646771.0,xanalj,yes it’s got to the point in lockdown where i cry myself to sleep watching christmas movies in june ,Fri Jun 12 22:27:53 +0000 2020,original,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"[0, 0, 1, 0, 0, 0, 0]"
1.273971304899715e+18,14405191.0,BangaloreMirror,"In a shocking incident, a Covid-19 patient in Rajasthan's Kota district died after his family disconnected the ventilator to plug in the air cooler to combat the scorching heat.  https://t.co/KsLBKRSUug ",Fri Jun 19 13:30:02 +0000 2020,original,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,"[0, 1, 0, 0, 0, 0, 0]"
1.3209590370605588e+18,1.1320487618601042e+18,prime9ja,#EndSARS Protests: Nigeria risks resurgence of COVID-19 — FG #prime9janews https://t.co/XJuLqUUBAb ,Tue Oct 27 05:22:31 +0000 2020,original,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0, 0, 0, 0, 0, 0, 0]"
1.329971555535872e+18,67813133.0,AfrinsNotAlone,"South Korea with a population of 51 million had 30,403 Covid cases since the Pandemic started in late 2019  United States with a population of 331 million had 201,083 Covid cases just today  Adjusted for population, Trump more caused more cases in 1 day than S Korea in 1 year ",Sat Nov 21 02:15:03 +0000 2020,original,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0, 0, 0, 0, 0, 0, 0]"
1.2451405512105452e+18,3380845247.0,FHI_works,Small fleets faring the worst in coronavirus slowdown ~ https://t.co/6FluZnXazk  https://t.co/ChRakniFjD ,Wed Apr 01 00:06:55 +0000 2020,original,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0, 0, 0, 0, 0, 0, 0]"
1.4334694290152694e+18,956768052.0,Jhibbz03,COVID really robbed us of Andrade vs PAC at all out and I’m not doing ok right now 😭😭 ,Thu Sep 02 16:38:39 +0000 2021,original,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0, 0, 0, 0, 0, 0, 0]"
1.22341240002995e+18,7568942.0,justinyost,Two hundred Americans face quarantine https://t.co/O85znw9S7P The first plane of US citizens from China is being qu… https://t.co/cFPzqYXj3Q ,Sat Feb 01 01:07:00 +0000 2020,original,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,"[0, 0, 1, 1, 0, 0, 0]"
1.4303471127268065e+18,8.958539156563763e+17,JosephKayemba2,Masking up is very Paramount in this COVID-19 pandemic era https://t.co/NF3L5Gp59T ,Wed Aug 25 01:51:40 +0000 2021,original,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,"[0, 0, 0, 1, 0, 0, 0]"
1.3142575096123884e+18,1.1163328449456742e+18,FitPatriotUSA1,So I just had local HS kids still wearing mask come to my office asking for paid advertising in their yearbook... You are stilling wearing mask He’ll NO! #idiots 🙄 concept alone of running from business to business w COVID mask 🤷🏼‍♀️ ,Thu Oct 08 17:33:02 +0000 2020,original,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,"[0, 0, 0, 1, 0, 0, 0]"
1.3947649168344146e+18,1.093364989841281e+18,Plnkbxy,"A message for pedophilies:  please put your phone down, go outside, don't wear a mask and catch covid.  don't worry about getting the vaccine. You don't need it. ",Tue May 18 21:20:44 +0000 2021,original,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,"[0, 0, 0, 1, 0, 0, 1]"
1.2751201273657426e+18,16441561.0,OKPolicy,"Mon, June 22 -Barring COVID-19 outbreak, Tulsa gets through potentially explosive weekend -Amid national turmoil, Tulsa’s historic Greenwood District has its shining moment -Tulsa’s dividing line: Black residents in city face economic &amp; health inequalities https://t.co/FmKFRtZ0LT ",Mon Jun 22 17:35:03 +0000 2020,original,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,"[0, 0, 0, 1, 0, 0, 0]"
1.345682403101127e+18,1.2049016616192164e+18,miashadow7606,Older workers are facing fewer job prospects and higher COVID risks https://t.co/FVAlaHEXuP via @YouTube ,Sun Jan 03 10:44:21 +0000 2021,original,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,"[0, 0, 0, 1, 0, 0, 0]"
1.42690097084015e+18,3011302713.0,ledbetter_janet,@GregAbbott_TX you are an idiot!  We have people dying from COVID-19 and you are forbidding mask mandates.  I’m ashamed of my home state and your leadership.  I will do everything in my power to see you voted out of office.  Clearly you do not care about your constituents. ,Sun Aug 15 13:37:56 +0000 2021,original,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,"[0, 0, 0, 1, 0, 0, 0]"
1.3100288887315292e+18,14296548.0,wkyc,Tiny airborne particles may pose a big coronavirus problem  https://t.co/Mv5zVbEYXb ,Sun Sep 27 01:30:00 +0000 2020,original,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,"[0, 0, 0, 1, 0, 0, 0]"
1.3807605141339177e+18,25645873.0,MadebyMeg81,"@maddow I have several autoimmune diseases. I have taken methotrexate for more than a decade, which decreases my immune system. I KNEW covid was going to kill me. I was prepared for it. I worked in a grocery store with a bunch of weirdos who refused to wear masks and KNEW... ",Sat Apr 10 05:52:14 +0000 2021,original,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,"[0, 0, 0, 1, 0, 1, 0]"
1.3122485386178314e+18,974965651.0,HarryHorning,What do you need to know in the face of post COVID-19 volatility? https://t.co/GsuiEJfTbl ,Sat Oct 03 04:30:06 +0000 2020,original,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,"[0, 0, 0, 1, 0, 0, 0]"
1.4315963391508644e+18,2718352099.0,bhrammi1,The latest The Telangana Daily! https://t.co/S7bEyfXx5w Thanks to @sandeep051527 @IndianExpress #telangana #covid19 ,Sat Aug 28 12:35:39 +0000 2021,original,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0, 0, 0, 0, 0, 0, 0]"
1.3916498300915958e+18,40173650.0,robinsnewswire,Mental Health of Healthcare Staff Working during COVID-19 | JMDH - Dove Medical Press https://t.co/HTZ0AeqalY #HealthCare #HealthInsurance #ACA #ObamaCare ,Mon May 10 07:02:29 +0000 2021,original,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,"[0, 1, 0, 0, 0, 0, 0]"
1.287754873916797e+18,1.167513916433453e+18,DKNatn,Report: Marlins home opener vs. Orioles canceled due to potential Covid-19 outbreak  https://t.co/whO8MwpZGt ,Mon Jul 27 14:21:01 +0000 2020,original,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0, 0, 0, 0, 0, 0, 0]"
1.2428610686421688e+18,8.9368866226466e+17,Jalaj_aditya29,"Hon'ble PM Sir @narendramodi @PMOIndia  In lockdown period,Kindly arrange vans/trucks in every area.  Like milk van can come daily,for veggies &amp; groceries on every alternate days. This can be help to reduce crowd in shops and markets. #FightAgainstCoronavirus #StayHomeStaySafe 🙏 ",Wed Mar 25 17:09:04 +0000 2020,original,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"[0, 0, 1, 0, 0, 0, 0]"
1.3405368026675855e+18,129435562.0,sajismiles,"Dear Popular Front volunteers, Yes, you are heroes in the pandemic period. The work you have done for the people is unparalleled. May God reward you. #StandWithPopularFront ",Sun Dec 20 05:57:34 +0000 2020,original,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0, 0, 0, 0, 0, 0, 0]"
1.455961081646502e+18,122918259.0,subhashpathak,"#WhiteHouse #coronavirus response coordinator Jeff Zients announced that all children belonging to age group between 5 to 11 yrs will be able to receive Pfizer/BioNTech doses at paediatrician offices, medical clinics, pharmacies &amp; community health centres from next week in #USA ",Wed Nov 03 18:12:26 +0000 2021,original,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,"[0, 1, 0, 0, 0, 0, 1]"
1.402826329737904e+18,381307657.0,NickPuccio1,Houston hospital (rightfully) suspends 178 employees who refused Covid-19 vaccination (for the sake of their patients and loved loved ones) https://t.co/RUy3PS1IvF ,Thu Jun 10 03:13:54 +0000 2021,original,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,"[0, 1, 0, 0, 0, 0, 1]"
1.2979149895425477e+18,67006647.0,nikkibabie19,No one is immune to this virus...#Covid19 #TrinidadAndTobago ,Mon Aug 24 15:13:42 +0000 2020,original,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"[0, 0, 0, 0, 0, 1, 0]"
1.388200759930495e+18,1.2887763282090312e+18,ShivShankarach3,@pushpampc13   40000 above doctors who have mbbs degree from other country university.If govt really want to serve nation.. they should immediate allow to help covid pts instead taking licence exam which is very tough designed only 10-12%stu..manage to pass.. ,Fri Apr 30 18:37:07 +0000 2021,original,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,"[0, 1, 0, 0, 0, 0, 0]"
1.2854680963884237e+18,1.1937698051295355e+18,Ronit19104335,"As the number of corona pandemic cases is increasing day by day in India, all types of examinations should be abolished in India and all students should be promoted #WakeUpMHRD ",Tue Jul 21 06:54:11 +0000 2020,original,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,"[1, 0, 0, 0, 0, 0, 0]"
1.3029879985067418e+18,1.267516282632536e+18,PearleeArt,"Handmade Masks for Men Sailor, Fish, Elephant, Navy, Black #mask #masks #covid19 #covid_19 #pandemic #secondwave #facecover #facecovering #besafe #washyourhands     https://t.co/Ie0Co9rT0W ",Mon Sep 07 15:12:01 +0000 2020,original,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,"[0, 0, 0, 1, 0, 0, 0]"
1.3208958272803553e+18,1060300261.0,FloLake,New Jersey Governor Addresses Newark’s Coronavirus Mandates https://t.co/ItDYR1luXs ,Tue Oct 27 01:11:20 +0000 2020,original,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,"[0, 0, 0, 1, 0, 0, 0]"
1.4378751605985198e+18,86378821.0,JJDJ1187,Arizona sues Biden administration over COVID-19 vaccine mandate  https://t.co/99pzN2QQAe ,Tue Sep 14 20:25:27 +0000 2021,original,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,"[0, 0, 0, 1, 0, 0, 1]"
1.4363998203908915e+18,2777012980.0,GenXGeo,If you are a business.  Please let me know if you don't believe in Vaccines or Mask Mandates. Then I'll have the right to choose to take my business elsewhere. #GetVaccinated  #WearAMask ,Fri Sep 10 18:42:58 +0000 2021,original,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,"[0, 0, 0, 1, 0, 0, 1]"
1.4205092550026445e+18,45828171.0,BennettJohnT,"Reviewing some new (again) mask mandates. So you have to wear it when you're hanging solo in your seat, but you can peel it off when you're speaking...which is when...you'd be in full Covid-spray mode. Makes, uh, sense? ",Wed Jul 28 22:19:32 +0000 2021,original,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,"[0, 0, 0, 1, 0, 0, 0]"
1.4228020156006113e+18,1.3452177167564636e+18,Babybritt2424,"Lockdowns Mandatory vax. Shots. Taking our freedom, 1 day at a time.  But..  If your an illegal coming in, doesn't matter if you have covid,  they don't have to wear a mask, they get free housing, money, all the freedom they want...open borders.   🤣🤣🙄 wake the fuck up people. ",Wed Aug 04 06:10:09 +0000 2021,original,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,"[0, 0, 0, 1, 0, 0, 0]"
1.3550025003577713e+18,69658524.0,RavalliRepublic,"In his first State of the State speech, Republican Gov. Greg Gianforte focused on the resiliency of Montanans in the face of the pandemic while making clear he would sign legislation to limit access to abortions that has been vetoed… https://t.co/Mhl9Nx7748 ",Fri Jan 29 03:59:05 +0000 2021,original,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,"[0, 0, 0, 1, 0, 0, 0]"
1.4269386838783713e+18,1.1493679085705462e+18,JohnnyK04394327,"You don’t HAVE to wear a mask and you don’t HAVE to be vaccinated, you have that freedom of choice.   If you’re demanding no mandates for private business that chose to have them, then this isn’t about freedom or choice. https://t.co/fw51BZH1Da ",Sun Aug 15 16:07:48 +0000 2021,original,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,"[0, 0, 0, 1, 0, 0, 1]"
1.423131746745389e+18,1.3040206613676032e+18,dc_homer,"Pres Biden's vax mandate 4 fed employees state that workers will be required to sign forms attesting they’ve been vaccinated against the coronavirus or else comply with new rules on mandatory masking, weekly testing, distancing and more."" So, can you attest without showing proof? ",Thu Aug 05 04:00:23 +0000 2021,original,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,"[0, 0, 1, 1, 0, 0, 1]"
1.3004512748827238e+18,118983077.0,NASUWT,.@guardian has reported on our call to the Government to ensure all schools are provided with the necessary funding to meet the additional costs they will face in maintaining Covid safety measures. https://t.co/T6lQoXa9OY ,Mon Aug 31 15:11:59 +0000 2020,original,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,"[1, 0, 0, 1, 0, 0, 0]"
1.3069477275325972e+18,1.238982826462081e+18,Rand96404590,#Europe sours on #China: What Germany's latest Indo-Pacific shift means for the region   #BoycottChina #BoycottChineseProducts #BoycottMadeInChina #SanctionChina #Chinamustfall #ChinaVirus #Germany #India  https://t.co/GYoTJmRiYV ,Fri Sep 18 13:26:34 +0000 2020,original,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0, 0, 0, 0, 0, 0, 0]"
1.233518577778647e+18,344938512.0,upuouo,My wife is at risk of coronavirus in an Iranian prison - Boris Johnson must act https://t.co/NFlJYiC73Z ,Fri Feb 28 22:25:21 +0000 2020,original,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"[0, 0, 0, 0, 0, 0, 1]"
